大盘,https://finance.eastmoney.com/a/202412313284004030.html,东吴证券：红利指数支撑大盘小幅上涨,"财中社12月31日电东吴证券发布宏观点评：A股持续震荡，大小指数明显分化。在中央经济工作会议后，短期内指数向上动能不足，场内止盈避险的资金偏多，导致市场整体偏弱。长期来看，政策增量与转向已经有明确动向，落地的速度也在进一步加快，在预期证伪之前，市场情绪底部有支撑，短期调整后整体仍有向上空间。

　　板块方面，上海印发《关于人工智能“模塑申城”的实施方案》，算力板块拉升。除英伟达GB200方案外的诸多CSP厂商均提出高密度机柜方案以提升算力和连接效率，随着serdes从112G升级至224G，高速铜缆及组件作为短期内最具性价比的方案，有望在Scaleup和Scaleout领域大范围应用，铜缆高速概念拉升。近期，OpenAI拟开发人形机器人，宇树科技更新工业级四足机械狗视频，机器人概念回升。近期，四大行业协会发声谨慎采购美国芯片，台积电预期近期完成CPO与半导体先进封装技术整合，其与博通共同开发合作的CPO关键技术微环形光调节器（MRM）已经成功在3nm制程试产，1.6T产品最快2025下半年进入量产，2026年全面放量出货，半导体概念回升，光刻机回暖。防御避险风格下，大金融股普涨，上海银行股价刷新历史新高。"
大盘,https://finance.eastmoney.com/a/202412313283693768.html,A500早参|大盘、红利具备性价比，机构称2025慢牛在望,"2024年最后一个交易日，A股市场早盘震荡，微盘股再度活跃，红利指数强势上涨，中证A500指数盘中翻红。截至9点37分，A500ETF基金（512050）微跌0.21%，盘中成交额已率先突破3亿元，位居同类第一，持仓股闻泰科技涨停。

　　长江证券A股年度策略观点认为，“外”转“内”，看多中国股市。在出口有隐忧的情况下，预计国内扩内需或更加紧迫，货币和财政支持政策仍在路上，历史经验显示，国内政策发力或能助力股市抵御外部风险和波动。在基本面缓慢回升中股市走牛，可追溯1999年、2014年和2019年的牛市经验。

　　12月中以来在小微盘、主题股出现阶段性拐点后，投资者趋于谨慎，活跃资金的交易意愿走弱，持续制约市场表现，尤其相对没那么便宜的小盘主题股，此外利率下行后资金持续从主题股向红利资产迁移，导致主题个股承压。相对而言大盘风格和红利等风格10月高点以来持续调整后整体点位、估值水平均在较低位置，处于较高性价比位置，短期或表现强势。关注：A500ETF基金(512050)，场外联接(华夏中证A500ETF联接A：022430；华夏中证A500ETF联接C：022431；华夏中证A500ETF联接Y：022979)。"
大盘,https://finance.eastmoney.com/a/202412313283830523.html,午评：大盘震荡调整，创业板指跌1.56%，消费板块走强,"12月31日早盘，沪深两市调整，深成指、创业板指跌幅超1%。截至午间收盘，沪指跌0.59%报3387.15点，深证成指跌1.26%，创业板指跌1.56%，北证50指数涨1.67%，科创50指数跌1.59%；沪深合计成交8037亿元。

　　盘面上看，百货、供气供热、焦炭加工、超市连锁、白酒等板块走强，证券、半导体、元器件、铜、通信设备等板块走弱；概念股方面，培育钻石、免税、种业等拉升，铜缆高速连接、存储芯片、人脑工程等调整。

　　招商证券指出，2025年随着新一轮宽货币+宽财政组合拳的推进，在低基数和盈利周期的作用下，预计A股盈利震荡修复，2024年年底及2025年A股盈利有望边际改善。盈利增速相对较高的板块预计主要集中在消费服务、信息技术、中游制造等领域。行业层面，关注科技创新、扩大内需、供给侧改革三条线索，重点关注电子、传媒、国防军工、家电、机械设备等行业。"
大盘,https://finance.eastmoney.com/a/202412303282651511.html,券商展望：1月行情料以大盘价值风格占优,"新华财经北京12月30日电 2024年进入尾声，A股主要股指近期呈窄幅整理态势，拉长周期看，各股指底部不断抬升。近日，各大券商陆续发布2025年1月及春季行情展望，总体来看，多家券商认为1月份A股行情料以大盘价值风格占优，春节后则为小盘略占优。

　　中信建投策略陈果团队表示，从近十年来的A股市场经验来看，年初市场、农历春节后的市场通常比年末、春节前更强，这与微观流动性和风险偏好的季节性效应有关。统计上，A股市场元旦到春节期间风格上大盘蓝筹胜率占优，而历史上春节后两会前作为春季躁动的主升浪，往往也是A股市场上涨概率一年当中最高的阶段，因为微观流动性与风险偏好往往俱佳，风格上看小盘成长跑赢大盘价值，主题活跃。

　　招商证券策略团队发表了类似的看法，通常春节前，新的一年配置开始，很多资金开始对来年进行布局，因此需要加仓；另外一方面，由于临近长假，假期不确定性较大；加上春节前后居民消费会明显增加，因此个人投资者落袋为安情绪升温。而机构投资者在开年时可能会在上一年结算后，对新的一年进行调仓和重新配置。因此市场整体体现为涨跌互现，市场成交量下降，低估值、蓝筹指数上涨概率较大。过了每年1月初就逐渐进入上市公司年报业绩预告的披露的时间窗口。在业绩预告披露期前，小盘风格标的面临较大的调整压力。业绩披露期结束后，业绩问题不再掣肘股价表现，小盘风格开始反弹。综合考虑春节效应和业绩披露期效应，2025年1月中上旬，还是应以偏蓝筹为主要加仓的方向，随着越来越接近春节，可以逐渐加大偏成长、科技、小盘方向的股票。

　　中信证券首席A股策略师裘翔指出，展望1月份，政策处于空窗期，预计上半月市场仍较为活跃，下半月外部扰动因素将逐步增多，市场情绪逐渐降温，从一季度的节奏来看，预计春节后政策预期重新升温，市场开始酝酿春季攻势。从资金面来看，春节前可预见的增量仅来自保险，存量活跃资金料将对主题会更聚焦；从风格配置来看，由于交易损耗持续放大，预计纯粹的小盘风格难以延续，大盘价值风格占优；从板块配置来看，建议继续采用红利+主题的杠铃策略，并更偏向红利，同时密切关注医药板块政策催化；从行业配置来看，红利板块内稳定高股息和消费类高股息占优，建议弱化能源型红利行业，主题板块内看好活跃资金向端侧AI、新零售和机器人聚焦，但在1月中下旬要警惕主题交易退潮。

　　华泰证券策略团队表示，复盘来看，季节性流动性充裕和风险偏好抬升驱动下，2009年以来春季行情出现频率较高，春节后至两会前赚钱效应较好；结构上，小盘略占优，TMT、周期胜率高，通胀链、政策链、季节性景气链（家电促销抢出口+建材节后开工）为三大潜在主线。春季行情具备一定基础，但或以结构性机会为主，短期延续震荡底色，维持哑铃策略，但内部或需要微调：1）小盘主题继续向景气科创切换，关注字节链为代表的AI+、机器人等；2）红利适度增配，向拥挤度较低的石化、交运等进一步下沉，此外关注港股医药、传媒和部分消费中的潜力型红利。中期配置继续关注：1）内需相对外需改善，主要对应内需消费品；2）产能周期的供需拐点，主要对应先进制造。

　　光大证券认为，2025年A股“春季躁动”行情或将逐步开启。A股市场几乎每年都存在“春季躁动”行情，人民银行货币政策调整、重要经济数据公布、重要会议召开等均可催化春季行情。配置方向上，关注高股息及主题成长构成的“哑铃”策略。市场或将进入政策及经济数据真空期，经济现实关注度可能会有所降低。市场情绪波动下，风格或将在高股息及主题成长间摆动，“哑铃”策略值得关注。高股息相关资产可作为现阶段的底仓，而主题成长可适度参与博取弹性，从历年春季躁动表现来看，可关注有色金属、计算机、电力设备等行业。

　　国泰君安证券策略首席分析师方奕表示，春节前政策、经济与地缘预期上修与下修空间均相对有限，股指以横盘震荡为主。2025年1月市场风格更均衡，预期向现实靠拢。高分红兼看ROE，主题重产业突破。"
大盘,https://finance.eastmoney.com/a/202412303282617941.html,十大券商看后市｜A股“春季躁动”可期，春节前大盘蓝筹或占优,"A股即将进入2025年，开年阶段，市场行情将如何演绎？

　　澎湃新闻搜集了10家券商的观点，大部分券商认为，一季度稳定资本市场预期的窗口较多，同时年初市场交易活跃度往往会改善，因此可积极把握结构性机会，A股“春季躁动”行情可期。

　　中信证券表示，1月份政策处于空窗期，预计上半月市场仍较为活跃。从一季度的节奏来看，预计春节后政策预期重新升温，市场开始酝酿春季攻势。

　　“近期的一系列政策表态预示着央行将实施有力度的降准降息，市场对其在明年一季度落地的预期迅速上升，近期无风险收益率已出现快速下行。而进一步降准降息将能够释放较多流动性，配合财政政策发力预期，有助于提振A股市场整体估值水平。”中信建投证券称。

　　光大证券进一步指出，A股市场几乎每年都存在“春季躁动”行情，央行货币政策调整、重要经济数据公布、重要会议召开等均可催化春季行情。12月中央经济工作会议释放多重积极信号，叠加有望再次迎来降准，A股“春季躁动”行情可期。

　　配置方面，多家券商提示元旦到春节期间关注大盘蓝筹。招商证券便指出，综合考虑春节效应和业绩披露期效应，2025年1月中上旬，还是应以偏蓝筹为主要加仓的方向。随着越来越接近春节，可以逐渐加仓偏成长、科技、小盘方向的股票。

　　“从经验认识与日历效应看，在农历春节前30个交易日，大盘稳定类资产显著占优；春节后市场风格往往向中小成长切换。”国泰君安证券称。

　　中信建投证券进一步指出，A股市场元旦到春节期间，风格上大盘蓝筹胜率占优。而春节后两会前作为春季躁动的主升浪，往往也是A股市场上涨概率一年当中最高的阶段，因为微观流动性与风险偏好往往俱佳，风格上看小盘成长跑赢大盘价值，主题活跃。

　　中信证券：春节后可布局春季攻势

　　展望1月份，政策处于空窗期，预计上半月市场仍较为活跃，下半月外部扰动因素将逐步增多，市场情绪逐渐降温，从一季度的节奏来看，预计春节后政策预期重新升温，市场开始酝酿春季攻势。

　　从资金面来看，春节前可预见的增量仅来自保险，存量活跃资金料将对主题会更聚焦；从风格配置来看，由于交易损耗持续放大，预计纯粹的小盘风格难以延续，大盘价值风格占优。

　　从板块配置来看，建议投资者继续采用红利+主题的杠铃策略，并更偏向红利，同时密切关注医药板块政策催化。

　　行业配置方面，红利板块内稳定高股息和消费类高股息占优，建议投资者弱化能源型红利行业，主题板块内看好活跃资金向端侧AI、新零售和机器人聚焦，但在1月中下旬要警惕主题交易退潮。

　　中信建投证券：年初市场交易活跃度有望改善

　　展望后市，过去10年的历史经验表明，在年底缩量后，年初市场交易活跃度往往会改善。元旦前市场情绪低落和元旦后情绪回升主要源自投资者“年底落袋为安”的心理和“年初新布局”的心理。

　　而从近10年来的A股市场经验来看，年初市场、农历春节后的市场通常比年末、春节前更强，这与微观流动性和风险偏好的季节性效应有关。

　　统计显示，A股市场元旦到春节期间风格上大盘蓝筹胜率占优，而历史上春节后两会前作为春季躁动的主升浪，往往也是A股市场上涨概率一年当中最高的阶段，因为微观流动性与风险偏好往往俱佳，风格上看小盘成长跑赢大盘价值，主题活跃。

　　与此同时，近期的一系列政策表态预示着央行将实施有力度的降准降息，市场对其在明年一季度落地的预期迅速上升，近期无风险收益率已出现快速下行。

　　进一步降准降息将能够释放较多流动性，配合财政政策发力预期，也有助于提振A股市场整体估值水平，强化股票相对债券的性价比。结合当前产业趋势与政策支持方向，科技成长方向值得重视。

　　配置方面，可重点关注政策发力方向与AI+产业主线。此外，低空经济利好政策频出，发改委正式设立低空经济发展司，行业发展再度加速。同时，军工板块关注度或将大幅上升。多个主题催化频现，建议投资者把握年初主题策略多线索轮动的机会。

　　国泰君安证券：震荡为主

　　展望后市，预期A股市场上下修空间不大，股指以横盘震荡为主。维持农历春节前股指总体震荡，科技主题与稳定红利的结构性行情继续推进的判断，并关注化债新举措。

　　12月重要会议后，市场对经济政策的预期已经充分，上修空间不大。尽管短期需求仍待恢复，但决策层积极的政策态度仍会为短期股指的运行形成支撑，因此股指以横盘震荡为主。

　　当前形势下，投资者结构分层，风险偏好滑向两端。高风偏投资者推高高风险特征资产；低风偏投资者偏好低风险特征资产。

　　对于高风险偏好投资者而言，后续新预期的产生来源于科技政策与产业突破，主题投资会从简单炒作到更聚焦产业链，紧密关注地方两会；而对于低风险偏好投资者而言，面对偏弱的需求与地缘不确定性，稳定现金流依然重要。

　　从经验认识与日历效应看，在农历春节前30个交易日，大盘稳定类资产显著占优；春节后市场风格往往向中小成长切换。

　　当前，市场大小风格分化处于历史偏高水平，春节前股市流动性边际收窄至1月下旬，风格上预计大盘表现相对更好。考虑到2025年政策重点在以科技及产业势能推动新增长出现，春节前主题投资并不会结束，而是投资重点从单一流动性策略，转向更多考虑产业特征。

　　申万宏源证券：积极把握结构性机会

　　展望后市，预期一季度没有重大下行风险，仍可积极把握结构性机会。

　　配置方面，春季结构性机会或呈现高股息搭台，主题活跃唱戏。一方面，高股息有机会，但还不是大级别行情。利率波动率提升环境下，确认利率中枢下行幅度需要时间，高股息难有快速重估。保险配置高股息是长期选择，但主导定价能力偏弱。坚守核心资产的资金，被高股息行情逼空的概率很小。

　　另一方面，科技产业趋势主题还有后续，大消费支持政策仍持续催化，调整后春季主题活跃度可能再度提升。

　　同时，有产业趋势的科技主题可能有第二、第三波创新高行情，重点关注国内AI应用和低空经济。高股息与主题性线索结合将更有弹性，可关注破净市值管理，以及回购注销的投资机会。

　　中期来看，一季度高股息搭台，主题活跃唱戏；二季度政策发力关键窗口，可关注逆周期调节受益的建筑、建材；明年下半年核心资产困境反转，主动管理否极泰来。

　　招商证券：1月中上旬可以偏蓝筹为主要加仓方向

　　A股的春节效应是指春节前后市场出现的季节性规律表现：通常春节前，新的一年配置开始，很多资金开始对来年进行布局，因此需要加仓；但是，另外一方面，由于临近长假，假期不确定性较大；加上春节前后居民消费会明显增加，因此个人投资者落袋为安情绪升温。

　　而机构投资者在开年时可能会在上一年结算后，对新的一年进行调仓和重新配置。因此市场整体体现为涨跌互现，市场成交量下降，低估值、蓝筹指数上涨概率较大。

　　过了每年1月初就逐渐进入上市公司年报业绩预告的披露的时间窗口。在业绩预告披露期前，小盘风格标的面临较大的调整压力。业绩披露期结束后，业绩问题不再掣肘股价表现，小盘风格开始反弹。

　　综合考虑春节效应和业绩披露期效应，2025年1月中上旬，还是应以偏蓝筹为主要加仓的方向，随着越来越接近春节，可以逐渐加仓偏成长、科技、小盘方向的股票。

　　行业方面，11月份工业企业盈利显示出积极信号，目前价格端拐点初现，带动利润率边际回升，后续随着政策效果的逐渐显现，有望推动后续盈利的持续改善，重点关注消费服务和高新技术等领域，如专用设备、智能穿戴设备、家电等业绩改善的机会。

　　浙商证券：震荡整理

　　展望后市，当前市场“权重缓步行，成长续整理”的格局还将延续。一方面，权重指数在重要节点筑底成功后，整体呈现震荡上行走势，但上行速度明显慢于9月24日至10月8日，这与日经指数历史上相关走势非常类似，预计这种格局后市有望延续。

　　另一方面，以北证50、国证2000为主的成长指数多数处于调整状态中，从技术上来讲调整还未完成，预计这种震荡整理格局还将继续数周；其中仅有科创50预计受益于半导体板块强势，走势大概率强于其他成长指数。

　　配置方面，考虑当前市场权重指数缓慢上行但涨幅有限、成长指数虽有反弹但中线调整尚未结束的局面，建议投资者持有当前中线仓位、等待加仓时机的到来。在存量仓位的选择方面，可继续坚持“大金融+泛科技”的配置方向，遵循“水往低处走”的原则，优先选择上述板块中涨幅相对落后（尤其是强势板块中没有升破10月8日高点）的标的。

　　光大证券：“春季躁动”行情可期

　　2025年A股“春季躁动”行情或将逐步开启。A股市场几乎每年都存在“春季躁动”行情，央行货币政策调整、重要经济数据公布、重要会议召开等均可催化春季行情。12月中央经济工作会议释放多重积极信号，且年内或将再次迎来降准，A股“春季躁动”行情可期。

　　配置方向上，可关注高股息及主题成长构成的“哑铃”策略。市场或将进入政策及经济数据真空期，经济现实关注度可能会有所降低。市场情绪波动下，风格或将在高股息及主题成长间摆动，“哑铃”策略值得关注。高股息相关资产可作为现阶段的底仓，而主题成长可适度参与博取弹性，从历年春季躁动表现来看，可关注有色金属、计算机、电力设备等行业。

　　中银证券：开门红行情可期

　　近期，配置资金有望持续加速进场，2025年一季度资金面有望对市场形成较强支撑，A股整体下行风险可控。

　　2020年以来，A股在胜率上整体呈现为四季度偏强，一季度偏弱的季节效应；相较之下创业板指一季度胜率更强。跨年行情的核心在于资金面。资金面环境上，2020年至2023年央行公开市场操作上均采取了12月偏松而1月边际收紧的节奏，今年与以往不同在于，截至12月央行公开市场操作投放的流动性显著低于季节性均值，这或许意味着未来一段时间内，市场有望迎来更强的流动性释放。

　　因此，进入2025年1月，宏观流动性支撑及险资为代表的配置资金有望提供增量资金。而一季度正处于政策与数据空窗期，内需修复预期难以证伪，市场风险偏好有望维持中枢上行。

　　配置方面，上述背景之下，市场或迎来开门红行情的抢跑，具备业绩预期空间的小盘成长仍将成为市场这一时期主线。

　　中泰证券：延续震荡

　　展望后市，1月预计延续震荡。一方面，市场对政策的期待有所降低。本轮行情是比较典型的政策预期驱动的估值修复行情，行情得以延续的条件是政策持续宽松。

　　另一方面，A股的日历效应显示，1月是传统的经济与政策窗口期，历史上沪深300相比于12月的胜率和赔率都出现了明显下降。不过，对1月也并不是完全悲观，一方面，政策基调依然是偏宽的。无论是政治局会议还是中央经济工作会议，对政策的定调都是延续宽松的，其中货币政策的进一步宽松可以期待。

　　另一方面，政策有“稳住楼市股市”的要求，如果市场出现较为明显的下行风险，预计也能获得市场化机制的介入和支持。

　　配置方面，短期建议投资者回归“杠铃型”配置，中期需要自下而上地寻找行业阿尔法。杠铃的一端是以银行为代表的红利资产。一方面，当前市场对政策的乐观预期有所降温，以及特朗普履任的不确定性来看，预计市场避险需求会有一定升温。

　　同时，明年1月各行业的整体赔率相比于12月会有所下降，其中只有银行的胜率和赔率均高。杠铃的另一端是中小市值的题材方向，建议继续围绕科技和顺周期两个方向做适当的市值下沉，窗口期内可能会更聚焦于科技方向。

　　华安证券：短期资金充裕无忧

　　展望后市，开年可关注政策接续发力。10月政策密集落地后基本面有所改善，但11月至12月政策效果边际放缓。后续可关注2025年开年政策接续发力，特别是消费品“以旧换新”中汽车、家电政策接续，向手机等其他消费品扩容，以及地方政府可能在服务类消费上出台新补贴的可能性。

　　同时，开年资金充裕，虽然增量难超预期。但年初降准、降息概率较大，为其它政策提供资金，短期资金充裕无忧。此外信贷预计仍呈现“开门红”特点。

　　配置方面，从大的配置方向上应规避高弹性和前期涨幅靠前品种，而突出稳健品种。再者政策和高层会议空窗期以及基本面形势，决定了自上而下把握机会的难度较大，因此配置思路上需重点从中观层面入手，寻找有政策预期、景气改善或热点扩散补涨的品种。

　　综合而言，建议投资者配置三条主线：一是春节前具备良好配置契机和性价比的高股息，包括银行（保险）、煤炭、石油石化；二是政策提振及景气有望改善的部分消费品，包括汽车、家电、农牧，但需要注意的在于政策落地可能成为兑现的窗口；三是科技板块中估值仍有提升空间及存在景气改善的通信和电子。"
大盘,https://finance.eastmoney.com/a/202412313283862214.html,A500ETF（159339）早盘溢价，光环新网涨超10%，机构：春节前大盘风格略占优,"12月31日，A股三大指数早盘集体下跌，创业板指半日跌1.56%，盘面上，大消费板块逆市走高。截至午间收盘，中证A500指数跌0.77%，成分股方面，闻泰科技涨停，光环新网涨超10%，海澜之家、中航西飞、上海电气等跟涨。

　　相关ETF方面，截至午间收盘，A500ETF（159339）跌0.81%，成交额7.44亿元，换手率7.72%，盘中交投活跃，溢折率0.05%，盘中频现溢价交易。

　　资金流向上，Wind金融终端数据显示，该ETF近5个交易日有4日获资金净流入，累计 “吸金” 近1.2亿元。截至12月30日，最新规模为96.69亿元，最新份额为98.66亿份。

　　A500ETF（159339）紧密跟踪中证A500指数。该指数优选各行业市值代表性强、表征行业龙头的500只股票，兼顾大市值的同时均衡覆盖A股各行业核心龙头资产。同时，该指数编制结合互联互通、ESG等筛选条件，便利境内外中长期资金配置A股资产。

　　国信证券表示，风格整体偏均衡，春节前大盘略占优。12月中旬以来大盘相对小盘显著占优，尤其是考虑年化波动后，大盘风格持股体验进一步提升；退市新规实施在即，叠加年报预告成为2025年1月小盘风格的“X因素”，2024年4月“新国九条”发布、2024年6月监管部门针对上市企业密集发函，均对小盘股产生较大冲击。

　　国投证券表示，对于大小盘风格，我们倾向于认为2025年春节前会看到市场持续缩量+小盘切大盘的市场特征：观察近十年大小盘风格的轮动规律，会发现往往在年末到春节前这段时间，大盘风格会明显跑赢小盘，具体来说，超额收益主要集中在12月至次年1月。一种主要原因在于12月底往往是市场对于来年政策预期的提前布局期，历史上常常出现成长向价值和顺周期风格切换的情形，另外一种原因在于春节前因为成交活跃度和风险偏好的下降，我们统计2010年以来春节前后全A成交额的变化，可以发现春节前往往会出现显著缩量的现象，相对春节前2个月左右的成交额而言缩量幅度可以接近30%，成交量收缩往往不利于小微盘走出比较大的行情，这点在近期微盘股上获得验证。而在春节之后（对应2—3月份）风险偏好往往会修复，尤其是在所谓“春季躁动”行情的加持下，小盘股跑出占优超额的可能性增加。

　　（本文机构观点来自持牌证券机构，不构成任何投资建议，亦不代表平台观点，请投资人独立判断和决策。）"
大盘,https://finance.eastmoney.com/a/202412313284031383.html,流动性持续呵护叠加跨年大盘风格有望回归，平安中证A50ETF(159593)近1周累计涨幅居同类产品第一，最新规模、份额均创新高！,"截至2024年12月31日收盘，中证A50指数ETF(159593)最新报价1.15元，全天成交额达5.05亿元，换手率5.71%。跟踪指数中证A50指数(930050)下跌1.17%。成分股方面涨跌互现，中国神华(601088)领涨1.64%，航发动力(600893)上涨1.47%，分众传媒(002027)上涨1.44%；中芯国际(688981)领跌4.70%，紫光股份(000938)下跌4.66%，智飞生物(300122)下跌4.47%。

　　沪深300ETF平安(510390)最新报价4.26元，全天成交额达623.95万元。跟踪指数沪深300指数(000300)下跌1.60%。成分股方面涨跌互现，闻泰科技(600745)领涨10.01%，中航西飞(000768)上涨3.29%，青岛啤酒(600600)上涨2.43%；中科创达(300496)领跌8.06%，华勤技术(603296)下跌7.68%，北京君正(300223)下跌6.96%。

　　中证500ETF平安(510590)最新报价5.91元，全天成交额已达221.37万元。跟踪指数中证小盘500指数(000905)下跌2.94%。成分股方面涨跌互现，海澜之家(600398)领涨4.75%，光环新网(300383)上涨3.40%，爱玛科技(603529)上涨2.76%；卧龙电驱(600580)领跌10.00%，芯原股份(688521)下跌9.63%，指南针(300803)下跌9.48%。

　　拉长时间看，截至2024年12月30日，中证A50指数ETF近1周累计上涨1.57%，涨幅排名可比基金1/10。

　　规模方面，中证A50指数ETF最新规模达89.21亿元，创成立以来新高，位居可比基金1/10。份额方面，中证A50指数ETF最新份额达76.88亿份，创成立以来新高，位居可比基金1/10。

　　资金流入方面，中证A50指数ETF最新资金净流入5224.39万元。拉长时间看，近5个交易日内有3日资金净流入，合计“吸金”5067.36万元，日均净流入达1013.47万元。

　　数据显示，杠杆资金持续布局中。中证A50指数ETF最新融资买入额达508.11万元，最新融资余额达7497.41万元。"
大盘,https://finance.eastmoney.com/a/202412303282742327.html,ETF最前线 | 南方标普中国A股大盘红利低波50ETF(515450)上涨0.63%，房地产开发主题走弱，锦和商管上涨5.12%,"南方财经12月30日电，南财金融终端显示，今日房地产开发主题走弱，截至收盘(下同)下跌1.44%。

　　持有房地产开发主题股票的南方标普中国A股大盘红利低波50ETF(515450)上涨0.63%，最新价报1.448元。截至上个交易日(12月27日)，该基金近五个交易日净值(复权单位净值，下同）上涨1.43%，近一个月净值上涨5.78%。该基金自(20200117)成立以来净值增长率为90.39%，管理人为南方基金管理股份有限公司，基金经理为崔蕾。

　　截至收盘，房地产开发主题涨跌幅最高的五只股票为：锦和商管(603682.SH)、*ST中迪(000609.SZ)、京基智农(000048.SZ)、中新集团(601512.SH)与南京高科(600064.SH)。"
大盘,https://finance.eastmoney.com/a/202412273281275897.html,ETF主力榜 | 创大盘ETF(159991)主力资金净流出1323.54万元，居可比基金第一,"2024年12月27日，创大盘ETF（159991.SZ）收跌0.21%，主力资金（单笔成交额100万元以上）净流出1323.54万元，居可比基金第一。

　　与此同时，该基金最新成交量为5092.69万份，最新成交额达2463.82万元，当日主力资金净流出成交额占比达53.72%。

　　创大盘ETF（159991.SZ），场外联接(A类：012961；C类：012962）。"
大盘,https://finance.eastmoney.com/a/202412303282739048.html,大盘价值风格占优，宁德时代涨近2%，MSCI中国A50ETF(560050)最新资金净流入3674万元，近1周新增规模显著，位居同类产品第一！,"截至2024年12月30日收盘，MSCI中国A50ETF(560050)收涨0.48%，最新价报0.84元，全天成交额达7038.96万元。跟踪指数成分股中远海控领涨，京东方A、陕西煤业、东方财富、宁波银行、宁德时代、紫金矿业等个股跟涨。

　　拉长时间看，截至2024年12月27日，MSCI中国A50ETF近1周累计上涨2.21%，涨幅排名可比基金2/4。

　　规模方面，MSCI中国A50ETF近1周规模增长7475.68万元，实现显著增长，新增规模位居可比基金1/4。

　　资金净流入方面，MSCI中国A50ETF最新资金净流入3674万元。

　　数据显示，杠杆资金持续布局中。MSCI中国A50ETF最新融资买入额达103.42万元，最新融资余额达2786.55万元。"
