珠宝首饰	https://finance.eastmoney.com/a/202412183271924764.html	迪阿股份：公司产品目前暂未涉及婴幼儿童相关的珠宝首饰产品	"每经AI快讯，有投资者在投资者互动平台提问：董秘您好，请问公司有没有开发婴幼儿童相关的珠宝首饰产品？烦请详细介绍一下。

　　迪阿股份（301177.SZ）12月18日在投资者互动平台表示，公司产品目前暂未涉及婴幼儿童相关的珠宝首饰产品。公司会始终坚持以用户为中心，不断探索用户需求，持续研发优化产品，为用户提供更好的产品和服务体验。"
珠宝首饰	https://finance.eastmoney.com/a/202412103264158568.html	摩根士丹利：珠宝首饰传统销售旺季来临 看好周大福	证券时报网讯，摩根士丹利维持周大福“与大市同步”评级，目标价设定为8.3港元。研究报告指出，预计周大福股价在接下来的30天内有70%至80%的概率跑赢大市，因中央政治局会议传达出强烈的刺激政策信号，对黄金珠宝消费产生积极影响。此外，报告提到每年12月至翌年2月为珠宝首饰的传统销售旺季，而周大福股价今年表现不及MSCI中国指数和恒指，未来中央政府的刺激措施、通胀及金价的稳定性将影响该公司的估值。
珠宝首饰	https://finance.eastmoney.com/a/202412093262989486.html	曼卡龙：公司主营业务为珠宝首饰零售连锁销售 不生产超硬材料	"每经AI快讯，有投资者在投资者互动平台提问：董秘，公司超硬材料是否受到出口管制

　　曼卡龙（300945.SZ）12月9日在投资者互动平台表示，公司主营业务为珠宝首饰零售连锁销售，不生产超硬材料"
珠宝首饰	https://finance.eastmoney.com/a/202412053260217343.html	前三季度中国珠宝首饰进出口额达1132.66亿美元	"中新社广西梧州12月5日电 中国珠宝玉石首饰行业协会副会长、秘书长毕立君5日在广西梧州表示，2024年以来，国际贸易关系遭受严峻挑战，但中国珠宝首饰产品的进出口依然保持较高韧性。前三季度中国珠宝首饰进出口额达1132.66亿美元，同比增长2.37%，其中出口额同比增长11.03%，为行业注入持续向好的信心与动力。  

　　当天，第21届梧州宝石节在“世界人工宝石之都”梧州市开幕。毕立君出席开幕式并致辞。

　　毕立君介绍说，近年来，中国珠宝玉石首饰产业市场规模稳步增长。从2019年的5800亿元(人民币，下同)增长至2023年的8200亿元，年均复合增长率达7.68%。其中，人工宝石品类实现良好的发展态势。在进出口方面，2019年至2023年，中国珠宝首饰产品出口总额年均复合增长率为11.28%，其中人工宝石更是以24.1%的年均复合增长率成为亮点。

　　“梧州作为‘世界人工宝石之都’，经过四十多年发展，凭借卓越的工艺水平和高效的生产能力，已成为世界人工宝石加工和销售中心。”毕立君表示，在过去的几年中，梧州不断推动宝石产业集群化发展，加快技术创新，积极开拓国际市场，进一步提升其在国内外珠宝产业中的影响力。如今，梧州已发展成为集研发、生产、加工、销售于一体的重要珠宝产业基地。

　　毕立君表示，近年来，全球珠宝产业加速向数字化、智能化、绿色化转型。科技正以空前的速度和深度渗透到宝石的设计、加工、检测和销售等环节，推动着整个行业迈向更高质量的发展轨道。(完)"
珠宝首饰	https://finance.eastmoney.com/a/202412303281998171.html	佛山“黄金岸”迎来珠宝产业盛事	"广州日报讯（全媒体记者王名润）一连三日，被誉为“佛山黄金岸”的顺德伦教迎来珠宝产业盛事。12月27日至29日，2024顺德珠宝时尚文化节在佛山市顺德区伦教街道举行，一场集珠宝展示、文化交流、时尚发布、美食体验与产业合作于一体的综合盛会精彩绽放。

　　活动通过四大黄金珠宝展馆，汇聚百家头部品牌，以优质珠宝展销、湾区珠宝文化交流、黄金智造展示共塑珠宝美学新价值；以五大时尚配套，跨界融合湾区时尚元素；通过顺德时尚产业联盟成立、北京国际电影节星瀚影像计划（微短剧单元）落户顺德合作备忘录签约，推动时尚、影视等元素与文旅的深度融合，全方位、多维度展示顺德培育新质生产力和推动城市升级的生动实践。

　　活动现场，百家头部品牌汇聚，万款精美珠宝亮相。6000平方米的豪华展厅，佛山馆、深港馆、国翠馆和国际馆四大展馆，汇聚了周大福、周生生、保发、广东黄金、金雅福、周六福等“头部”品牌，金雅福更带来智能黄金ATM机，提供一站式智能黄金回收服务。

　　据悉，此次活动由中国珠宝玉石首饰行业协会和珠宝玉石首饰国检集团联合主办，由顺德区珠宝首饰商会、佛山金福盛投资发展有限公司承办，得到广州、深圳、佛山及港澳地区黄金珠宝首饰类商协会的大力支持。

　　高端珠宝盛事的举办、行业专家的齐集以及黄金珠宝服务平台的搭建，与佛山顺德黄金珠宝产业蓬勃发展态势息息相关。顺德是佛山规上珠宝企业聚集区，更是广东省黄金珠宝首饰加工产业集聚地之一，而顺德伦教被誉为“中国现代黄金珠宝产业原点”，荣膺“中国珠宝玉石首饰特色产业基地”“广东省珠宝首饰专业镇”荣誉称号，被佛山市委、市政府赋予打造“南有黄金岸”珠宝产业名片、建设“十大创新引领型特色制造业园区”等战略任务。近年来，顺德立足“科技强区”，全力培育新质生产力，推动黄金珠宝首饰产业与智能制造、数字经济深度融合，助力佛山打造千亿级产业集群。"
珠宝首饰	https://finance.eastmoney.com/a/202412313283899213.html	上海钻石交易所发布钻石投资潜力市场概览报告	"中证网讯（记者王辉）近日，上海钻石交易所发布钻石投资潜力市场概览报告，内容涵盖影响钻石投资潜力的主要因素，以及近年来钻石价值的变化和波动。报告认为，近年来全球奢侈品市场已全面复苏，在奢侈品市场中，个人奢华用品展现了最佳的增长势头，其中包括配有投资级钻石的高端珠宝首饰。

　　报告表示，传统意义上的投资级钻石是指重量、颜色、净度和切工质量均达到罕见等级的天然宝石。投资级钻石的价格能抵御市场波动、经济波动的影响。从长远来看，其价格往往会稳步增长。近几十年来，因现有储量枯竭、全球几乎完全没有发现大型矿藏，全球钻石年产量一直在持续下降，目前已从2004年至2008年的1.6亿克拉至1.8亿克拉水平下降至2024年的约1.10亿克拉。过去三年，全球钻石珠宝市场的规模一直保持在820亿美元至840亿美元之间。在2021年至2022年间，钻石产品价格曾大幅上涨约40%；但随后因印度切割行业库存高企，以及钻石市场板块营运资本融资成本的增长，钻石价格出现了阶段性回调。

　　报告称，根据专家预测，到2030年，包括高端钻石珠宝和投资级钻石在全球个人奢侈品市场预计将以每年平均5%至7%的速度增长。此外，随着中国国民财富的增长，市场消费结构预计将向包括高档钻石珠宝等方面倾斜。"
珠宝首饰	https://finance.eastmoney.com/a/202412313283332798.html	对话老凤祥股份有限公司总经理黄骅	"近日在第一财经的《总编时刻》节目中，老凤祥股份有限公司（600612.SH）总经理黄骅表示，虽然2024年是黄金价格变化波动非常大的一年，并对消费市场带来了较大影响。不过，“除了避险功能之外，黄金也一直是中国消费者喜好的珠宝品类，且目前中国的黄金人均消费只有欧美发达国家的1/3左右，所以从这个角度来看，我们对黄金市场的判断还是持续向好的。”

　　中国是世界黄金消费大国，老凤祥则是国内黄金珠宝首饰业的龙头。2023年，老凤祥营业收入为714.36亿元，同比上年增长13.41%，2021年以来年均复合增长率达到10.32%。当前，这一百年品牌正在基于消费人群、消费结构、消费趋势的变化，推动精品化、年轻化、国际化转型。今年6月，黄骅获评首批“上海时尚消费品产业领军人物”。

行业转向精品化、差异化

　　数据显示，2024年以来国际金价屡创新高，年内最高触及2790美元/盎司的高位，相对年初实现了超过30%的年涨幅。

　　世界黄金协会在其最新发布的《2025黄金市场展望报告》中表示，经历了近年来的强劲上涨后，2025年黄金市场的增长或将放缓，但仍然存在一定的上行空间。报告称，2025年黄金价格的潜在上涨因素包括，央行需求超过预期，以及金融环境的“急剧恶化”，这可能会引发投资者的避险情绪，从而推动金价上涨。

　　同时，亚洲市场仍然是全球黄金需求的核心区域，不包括央行在内的年度需求中超过60%来自亚洲。特别是在中国和印度，这两个国家仍然是全球最大的黄金消费市场。

　　金价的高位巨幅波动，带动了黄金投资，也影响了黄金首饰消费。根据中国黄金协会的统计数据：2024年前三季度，全国黄金消费量741.732吨，与2023年同期相比下降11.18%。其中：黄金首饰400.038吨，同比下降27.53%；金条及金币282.721吨，同比增长27.14%；工业及其他用金58.973吨，同比下降2.78%。

　　不过，在黄骅看来，虽然今年黄金珠宝市场有所调整，但从长期来看，中国的黄金珠宝市场还刚刚起来。考虑到其保值增值的功能，以及中国消费者生活水平的不断提升，消费者需要一些美化生活的产品作为生活中的亮点。“悦己也好，赠送也好，保值也好，黄金珠宝品类是能够达到这些诉求的一个很好的媒介。再加上投资属性，黄金的消费韧性会更强。”

　　但变化也在发生，行业正在由过去的注重规模型扩张，转向注重细分市场和差异化需求。“黄金珠宝的消费，正在不断趋于精品化，也不断趋于悦己和故事化。”黄骅说。

　　基于这一变化，老凤祥近年来细分产品类别，推出两大系列：一是藏宝金，一是凤祥喜事。

　　2022年9月，老凤祥推出“藏宝金”主题店。所谓“藏宝金”，源自国家级非物质文化遗产保护名录《金银细工》制作技艺，是老凤祥贵金属制品中典藏级、高端精品的总称。包括以《金银细工》技艺制作的老凤祥工艺品和以传统手工技艺为基础，结合运用现代新工艺精心制作的各类首饰、器皿、 掐丝珐琅制品、手编花丝等系列产品。

　　2023年，老凤祥又融合中国传统喜庆文化，总结提炼出婚嫁、添丁、金榜、晋升、 乔迁、庆生、团圆、吉庆等“人生八喜”，推出“凤祥喜事”——“老凤祥喜庆主题店”这一全新的消费场景和细分品牌形象，以年轻消费群体为主，兼容各个年龄段的不同喜庆消费需求，通过老凤祥首饰珠宝产品的精彩呈现，从喜庆情感、喜庆文化的角度，让喜庆消费在体现传统与时尚交融的同时，更具寓意和内涵。

让年轻人认识一个全新的老凤祥

　　根据上海市消费者权益保护委员会、第一财经、上海老凤祥有限公司联合调研的《2024年黄金珠宝首饰市场消费新洞察》，年轻一代消费者正在重新定义珠宝首饰的价值和意义。

　　世界黄金协会的一项调查也显示，18至34岁的年轻人贡献了超过三分之一的黄金首饰销售额。这些消费者通过社交媒体了解黄金首饰的款式、工艺和投资价值，被新颖设计和联名系列吸引。年轻人看重黄金首饰的美观性和保值性，偏好在线上渠道购买，关注金价变动和促销活动。年轻消费者对黄金首饰的兴趣反映了他们在经济不确定时期寻求兼具美感和投资价值的消费选择。

　　创始于1848年(清道光28年)的老凤祥，是中国珠宝首饰业传承至今历史悠久的世纪品牌,至今已有170多年的历史。位于南京东路432号的老凤祥银楼总店，也是中国罕见的原店原址超过110年的百年银楼、金字招牌。

　　现在，老凤祥这一176岁的老品牌，正在不断深化品牌年轻化战略，焕新品牌形象，以让年轻人认识一个全新的老凤祥。

　　7月26日，老凤祥与万代南梦宫联名推出国内首款《机动战士高达SEED》纯黄金系列藏品，并亮相当天China Joy（中国国际数码互动娱乐展览会）的万代南梦宫展台，成为本次展会的一大“金色”亮点，也成功带动老凤祥“破圈吸粉”。

　　其中，重磅推出的1公斤“自由高达”黄金立像采用999足金材质打造，全球限量10件，由老凤祥百分百还原“机动战士高达SEED”形象。同款还有100克规格造型，全球限量199件。

　　同期，老凤祥还推出了更为亲民的高达元素挂坠、腕饰等八款新品，均为此前市面所未见。

　　黄骅表示，老凤祥是一个百年企业，也是中华老字号企业，过往在消费者认知中往往以比较传统的形象出现，但与年轻消费群体的共鸣相对缺少。“在未来老凤祥的发展过程中，我们要争取年轻消费者，这是很重要的一个任务，也是企业持持续发展的根基。”

　　如何和年轻人做朋友，和年轻人产生共鸣，让产品得到年轻人的认可？老凤祥的一大战略是，联名。

　　除了高达，老凤祥还联名野兽派推出了五款足金车载香氛，联名米哈游的《崩坏：星穹铁道》推出了崩坏系列金卡与手串，与上海樱花节推出限定系列 “樱飞凤舞”时尚珐琅饰品。这些产品一经推出，就受到了追捧。

　　黄骅也表示，通过一系列联名，老凤祥争取到了部分年轻消费群体，也让这一部分年轻群体重新认识了老凤祥。

　　此外，基于对年轻消费群体需求和心态的深刻洞察，考虑到年轻消费者对个性表达与情绪价值的需要，老凤祥近年也重点加强了自主创新产品的设计开发和市场推广，一方面契合当前年轻人偏爱“国潮国风国韵”的特点，和东方文化深度结合，开发出一批蕴涵 “老凤祥”新特征、新元素的新产品。

　　另一方面，黄骅说，东方文化中还有祈福文化，老凤祥也有专门的公司来设计制作祈福文化产品，并且销量非常好。“通过我们的设计，用更好的产品去满足消费者的愿望，使得产品成为一个感情的载体、诉求的载体、彰显个性的载体。现在的年轻消费者很有个性，只要切准这个点，我们的产品就是好产品。”黄骅表示。

持续推进海外战略布局

　　12月15日，中国香港元朗YOHOMIXB127新开了一家颇具特色的老凤祥银楼创意店。这家店在传统文化的基础上，结合时尚潮流，为年轻消费者提供了一个崭新的购物体验。

　　8月3日，位于中国香港将军澳唐俊街9号PopCorn二期一楼 F77-78号铺的老凤祥银楼(中国香港) 将军澳藏宝金主题店正式营业，这也是2019年后老凤祥在中国香港地区的首家新店。

　　近年来，老凤祥聚焦主业、持续推动国内外市场拓展，不断提升市场覆盖面和占有率。其中，在境外布局方面，自2012年起，老凤祥就将中国香港视为桥头堡，目前已开设了十余家银楼门店，逐渐实现了“有华人的地方就有老凤祥”的战略目标。

　　数据显示，截至2023年末，老凤祥共计拥有营销网点5994家（含境外银楼15家），全年净增385家。其中自营银楼网点为187家（上海170家，国内其他省市3家；中国香港地区10家；境外其他地区4家）；连锁加盟店5807家，净增加392家。而到目前为止，老凤祥的营销网点已经超过6000家。

　　“目前来看，我们这一步走的还是非常对的，也比较前瞻。”黄骅表示，珠宝行业不少耳熟能详品牌包括周大福、卡地亚等，自上世纪80年代以来逐步进入内地市场。而中国文化、本土珠宝设计怎样走到海外，让更多其他国家和民族的消费者认识东方文化，也是老字号的责任。

　　除了布局海外门店，老凤祥也积极参与国际展览比如美国拉斯维加斯国际珠宝展、中国香港国际珠宝展等。今年9月，老凤祥携手中国高端服饰品牌盖娅传说，登陆巴黎时装周。在“熊英·盖娅传说2025春夏巴黎大秀”中，风舞九天·金风冠等“凤祥喜事”经典作品艳惊亮相。

　　此外，老凤祥也屡屡斩获国际荣誉。2023年，老凤祥品牌位列德勤 “全球奢侈品企业百强榜”第11位，去上年上升一位；再次入选国际权威品牌评估机构 Brand Finance（英国品牌金融咨询公司）“全球高档和奢侈品牌价值50强”，位列第30位，成为亚洲地区珠宝首饰行业入选的中国品牌，品牌国际影响力稳步提升。

　　“我们将持续推进海外的战略和布局，这对老凤祥将来的发展会有更大的帮助。”黄骅，出海也进一步推动了老凤祥在传统的基础上与西方文化交流，推动东西方设计的融合。"
珠宝首饰	https://finance.eastmoney.com/a/202412313283812270.html	招商证券：微信小店送礼物功能灰度测试开启，社交电商潜力巨大	"财中社12月31日电招商证券发布微信小店行业报告称，微信小店开启“送礼物”功能灰度测试，有望引起社交裂变。12月17日，微信小店正式开启了“送礼物”功能的灰度测试。现在，除了珠宝首饰、教育培训外，微信小店已在全类目开始灰度测试“送礼物”功能，但仅支持原价1万元以下的商品。满足规则的商铺，将自动开通“送礼物”功能，商品详情页展示“支持送礼物”入口。送礼物场景对应万亿市场规模，微信电商生态存在更大空间。此前微信小店面临用户迁徙成本较高（需要重新填用户地址等）、用户数据及商品数据较少等问题，认为“送礼物”功能，有望以社交裂变的方式解决部分问题。参考抖音、快手直播电商发展路径，报告认为微信电商生态GMV天花板较高。

　　微信小店整合社交生态资源，电商业务升级空间广阔。2022年起，视频号成为微信体系内重磅产品，逐渐开始探索在电商领域的尝试。视频号于2022年7月推出“视频号小店”服务，逐步优化视频号橱窗的使用规则。视频号小店上线串起了视频号从商品审核上架、内容营销、付费交付的完整电商流程，拥有了闭环电商的基础。2024年年中，微信广告上线了直跳视频号小店的广告链路。2024年8月，视频号小店升级为微信小店，支持通过视频号、公众号、小程序、企微客户群、微信外APP/网页等场景接入。

　　微信小店的升级和流量打通，是微信电商生态建设完善的重要一环，对于微信电商而言，进一步完善的社交生态资源奠定了良好的基础，此次“送礼物”功能的灰度测试上线也凸显了微信独有的强社交属性，认为随着后续公测，微信电商有望进一步吸引众多优质商家入驻，激活更多用户场景，增长空间广阔。"
珠宝首饰	https://finance.eastmoney.com/a/202412253278744730.html	微信推出新功能“蓝包”	"上证报中国证券网讯（徐潇潇记者周亮）12月24日，社交平台多名用户发现微信小店推出了一项名为“送礼物”的新功能，允许用户通过微信“蓝包”购买商品并赠送给微信好友。与传统的零钱红包不同，蓝包可以传递实物礼物。用户只需购买商品后直接发送给朋友，无需填写对方地址。如果收礼方愿意收下礼物，他们可以填写地址并收货，目前该功能还处于灰度测试阶段。

　　记者在实际操作过程中发现，微信蓝包的适用范围广泛，几乎涵盖了除珠宝首饰、教育培训类目外的所有“微信小店”商品，且要求商品原价不高于1万元。在使用该功能时，每次只能给一位朋友赠送一件商品，且赠送后不支持转赠；送出礼物后，不论朋友是否收下，赠送方都无法主动取消；若朋友超过24小时未收下礼物，则视为赠送失败，订单自动取消并退款。"
珠宝首饰	https://finance.eastmoney.com/a/202412223275114472.html	2024深圳时尚周启幕 “时尚+AI” 全城珠璧联辉	"珠宝与时装，在“时尚之都”深圳跨界碰撞。12月20日，2024深圳时尚周在深启幕。珠宝、时装与AI智能的结合成为本次开幕式的重大看点，由Kimi Huang魁米高定联合LOOK AI呈现的AI FASHION&国际超模创意新品发布秀重塑秀场新视界，“时尚+AI”跨界联动展现深圳时尚与科技魅力。

　　本次时尚周旨在通过一系列活动，引导产业朝着规模化、高端化、智能化和品牌化方向发展。以培育新业态、打造新体验、引领新潮流，为深圳黄金珠宝产业注入新动力，赋能深圳时尚产业新升级。

　　开幕式上，除了展示“时尚+AI”创意秀场，珠宝与时装的跨界联动同样精彩。由翠绿首饰、周大生、金大福等为代表的深圳著名珠宝品牌联袂高定服饰，共同呈现跨界艺术美学，展现出璀璨珠宝与高级礼服融合的时尚之美。

　　时尚品牌联盟在现场正式成立。深圳市商品交易市场联合会、深圳市时装设计师协会、深圳市珠宝首饰设计师协会、深圳市黄金珠宝文化研究会、深圳市模特服务业协会、深圳市罗湖区时尚消费促进会、罗湖区旅游行业协会联合水贝壹号进行时尚品牌联盟签约。该联盟的成立，将有助于进一步整合深圳时尚资源和产业链，为深圳时尚产业创造新机遇和新力量，打造合作共赢、创新高效的深圳时尚品牌生态圈。

　　“大学生珠宝首饰实训基地”成功授牌。中国纺织服装教育学会产学研委员会、深圳市珠宝首饰设计师协会及水贝壹号强强联合，充分发挥各自优势与资源，共同为技能人才搭建好“开拓视野、展示技能”的交流学习平台。

　　现场，蝶讯趋势研究院高级研究员、蝶讯女装趋势中心总监罗子东女士带来《国际流行趋势发布》的主题分享，从消费者趋势、色彩趋势等方面解锁了时尚圈新一年的视觉风向。

　　活动主办方相关负责人表示，2024深圳时尚周将推动黄金珠宝产业与科技、文化等领域的深度融合；希望通过此次活动，把准潮流风向、加快资源交互，助力深圳时尚产业转型升级，助推国际“时尚之都”建设。"
